Name,Common Names,Scientific Name,Family,Toxicity,Toxic Principles,Clinical Signs,URL,Image URL
"Red-Marginated Dracaena","","Dracaena marginata","Agavaceae","Dogs; Cats","Unknown","In cats: dilated pupils, abdominal pain, increased heartrate and drooling. In both cats and dogs: vomiting, depression, inappetence, drooling, incoordination, and weakness.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/red-marginated-dracaena","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/red-margined-dracaena-r.jpg?itok=7AQi3H3b"
"Rhubarb","","Rheum rhabarbarium","Polygonaceae","Dogs; Cats","Soluble calcium oxalates","Kidney failure, tremors, salivation.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/rhubarb","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/rhubarb-r.jpg?itok=6XoJ2h6H"
"Rhododendron","","Rhododendron spp","Ericaceae","Dogs; Cats","Grayantoxin","Vomiting, diarrhea, hypersalivation, weakness, coma, hypotension, CNS depression, cardiovascular collapse and death. Ingestion of a few leaves can cause serious problems. Rhododendron is typically not very palatable to horses unless it is the only forage available, but sheep and goats may graze readily on the plant. The toxic principle interferes with normal skeletal muscle, cardiac muscle and nerve function. Clinical effects typically occur within a few hours after ingestion, and can include acute digestive upset, excessive drooling, loss of appetite, frequent bowel movements/diarrhea, colic, depression, weakness, loss of coordination, stupor, leg paralysis, weak heart rate and recumbency for 2 or more days; at this point, improvement may be seen or the animal may become comatose and die.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/rhododendron","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/rhododendron-rosebay-2-r.jpg?itok=RBKah_4j"
"Ridderstjerne","","Hippeastrum spp.","Amaryllidaceae","Dogs; Cats","Lycorine and other alkaloids","Vomiting, salvation, diarrhea; large ingestions cause convulsions, low blood pressure, tremors and cardiac arrhythmias. Bulbs are the most poisonous part.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/ridderstjerne","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/ridderstjerne.jpg?itok=b5dEBOKu"
"Ribbon Plant","","Dracaena spp.","Agavaceae","Dogs; Cats","Saponins","Vomiting (occasionally with blood), depression, anorexia, hypersalivation, dilated pupils (cats).","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/ribbon-plant","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/ribbon-plant.jpg?itok=2HabXden"
"Rock Moss","","Portulaca oleracea","Portulacaceae","Dogs; Cats","Soluble calcium oxalates","","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/rock-moss","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/portulaca_oleracea_rock_moss-300x200.jpg?itok=kjJkkJZz"
"Roman Chamomile","","Anthemis nobilis","Asteraceae","Dogs; Cats","Volatile oil; bisabolol, chamazulene, anthemic acid, tannic acid","Contact dermatitis, vomiting, diarrhea, anorexia, allergic reactions. Long term use can lead to bleeding tendencies.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/roman-chamomile","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/anthemis_nobilis_roman_chamomile-300x200.jpg?itok=ND2BIBHU"
"Rosebay","","Rhododendron spp","Ericaceae","Dogs; Cats","Grayantoxin","Vomiting, diarrhea, hypersalivation, weakness, coma, hypotension, CNS depression, cardiovascular collapse and death. Ingestion of a few leaves can cause serious problems. Rhododendron is typically not very palatable to horses unless it is the only forage available, but sheep and goats may graze readily on the plant. The toxic principle interferes with normal skeletal muscle, cardiac muscle and nerve function. Clinical effects typically occur within a few hours after ingestion, and can include acute digestive upset, excessive drooling, loss of appetite, frequent bowel movements/diarrhea, colic, depression, weakness, loss of coordination, stupor, leg paralysis, weak heart rate and recumbency for 2 or more days; at this point, improvement may be seen or the animal may become comatose and die.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/rosebay","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/azalea-r.jpg?itok=GfsHla4t"
"Rosary Pea","","Abrus precatorius","Fabaceae","Dogs; Cats","Abrin (lectin or a toxalbumin) and abric acid (a glycoside)","Severe vomiting and diarrhea (sometimes bloody), tremors, high heart rate, fever, shock, death. Seeds are very toxic (seed coat must be broken).","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/rosary-pea","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/abrus_precatorius_stock_105487164_600x400.png?itok=2T0KjZ9t"
"Sabi Star","","Adenium obesum","Apocynaceae","Dogs; Cats","Digitalis like glycosides","Vomiting, diarrhea, anorexia, depression, irregular heart beat, death","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/sabi-star","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/desert-azalea-r_0.jpg?itok=69YOEA5i"
"Running Myrtle","","Vinca rosea","Apocynaceae","Dogs; Cats","Vinca Alkaloids","Vomiting, diarrhea, low blood pressure, depression, tremors, seizures, coma, death.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/running-myrtle","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/vinca-r.jpg?itok=RBll_NvM"
"Saddle Leaf","","Philodendron bipennifolium","Araceae","Dogs; Cats","Insoluble calcium oxalates","Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/saddle-leaf","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/saddle-leaf-philodendron-r.jpg?itok=DPbHeBKb"
"Sacred Bamboo","","Nandina domestica","Berberidaceae","Dogs; Cats","Cyanogenic glycosides","Weakness, incoordination, seizures, coma, respiratory failure, death (rare in pets).","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/sacred-bamboo","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/nandina_domestica_sacred_bamboo-300x200.jpg?itok=a70cp8aM"
"Sago Palm","","Cycas revoluta, zamia species","Cycadaceae","Dogs; Cats","Cycasin","Vomiting, melena, icterus, increased thirst, hemorrhagic gastroenteritis, bruising, coagulopathy, liver damage, liver failure, death.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/sago-palm","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/sago-palm-r.jpg?itok=xRE_oPrX"
"Satin Pothos","","Scindapsus pictus","Araceae","Dogs; Cats","Insoluble calcium oxalates","Oral irritation, pain and swelling of mouth, tongue and lips, excessive drooling, vomiting (not horses), difficulty swallowing","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/satin-pothos","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/satin-pothos-r.jpg?itok=023rRLLI"
"Scented Geranium","","Pelargonium sp.","Geranilea","Dogs; Cats","Essential Oils","Primarily GI upset. Could also see ataxia, muscle weakness, depression or hypothermia in larger exposures, cats are most sensitive.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/scented-geranium","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/pelargonium_scented_geranium-300x200.jpg?itok=uZTD--xQ"
"Schefflera","","Schefflera","Araliaceae","Dogs; Cats","Calcium oxalate crystals","Oral irritation, intense burning and irritation of the mouth, lips, tongue, excessive drooling, vomiting, difficulty in swallowing.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/schefflera","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/schefflera_schefflera-300x200.jpg?itok=l5BO_hYS"
"Seaside Daisy","","Erigeron speciosus","Asteraceae","Dogs; Cats","Unknown","Mild vomiting, diarrhea.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/seaside-daisy","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/seaside-daisy-r.jpg?itok=XFtEj0zt"
"Seven Bark","","Hydrangea arborescens","Hydrangeaceae","Dogs; Cats","Cyanogenic glycoside","Vomiting, depression, diarrhea. Cyanide intoxication is rare - usually produces more of a gastrointestinal disturbance.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/seven-bark","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/hydrangea-r.jpg?itok=alxsQZTf"
"Shamrock Plant","","Oxalis spp.","Oxalidaceae","Dogs; Cats","Soluble calcium oxalates","Kidney failure (rare in dogs/cats), tremors, salivation.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/shamrock-plant","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/shamrock-plant.jpg?itok=MWdETdx2"
"Shatavari","","Asparagus densiflorus cv sprengeri","Liliaceae","Dogs; Cats","Sapogenins","Allergic dermatitis with repeated dermal exposure. Berry ingestion could result in gastric upset (vomiting, abdominal pain, or diarrhea).","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/shatavari","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/asparagus-fern-r.jpg?itok=YNshxWGZ"
"Showy Daisy","","Erigeron speciosus","Asteraceae","Dogs; Cats","Unknown","Mild vomiting, diarrhea.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/showy-daisy","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/erigeron_speciosus_showy_daisy-300x200.jpg?itok=CQdw84x7"
"Silver Dollar","","Crassula arborescens","Crassulaceae","Dogs; Cats","Unknown","Nausea, retching","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/silver-dollar","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/silver-jade-r.jpg?itok=JTt5b8H1"
"Silver Jade Plant","","Crassula arborescens","Crassulaceae","Dogs; Cats","Unknown","Nausea, retching","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/silver-jade-plant","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/silver-jade-r.jpg?itok=JTt5b8H1"
"Skunk Cabbage","","Symplocarpus foetidus","Araceae","Dogs; Cats","Insoluble calcium oxalates","Oral irritation, pain and swelling of mouth, tongue and lips, excessive drooling, vomiting (not horses), difficulty swallowing","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/skunk-cabbage","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/skunk-cabbage.jpg?itok=-vdZNFwf"
"Snake Plant","","Sansevieria trifasciata","Agavaceae","Dogs; Cats","Saponins","Nausea, vomiting, diarrhea.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/snake-plant","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/snake-plant.jpg?itok=BkIZ9pgm"
"Snake Lilly","","Iris species","Iridaceae","Dogs; Cats","Pentacylic terpenoids (zeorin, missourin and missouriensin)","Salivation, vomiting, drooling,lethargy, diarrhea. Highest concentration in rhizomes.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/snake-lilly","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/iris-1-r.jpg?itok=RuaNhCxv"
"Solomon’s Lily","","Arum palestinum","Araceae","Dogs; Cats","Insoluble calcium oxalates","Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/solomons-lily","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/black-calla-r.jpg?itok=Shj75f-c"
"Sorrel","","Rumex scutatus","Polygonaceae","Dogs; Cats","Soluble oxalates","Small exposures only result in GI upset. Very large amounts can cause weakness, muscle fasciculations, and potentially seizures from hypocalcemia. Hypocalcemia can also result in arrhythmias. Secondary renal injury may also develop from the crystals. This is only expected in massive exposures or with chronic ingestion","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/sorrel","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/sorrel.jpg?itok=_dC1G2jR"
"Spanish Thyme","","Coleus ampoinicus","Labiatae","Dogs; Cats","Essential Oils","Vomiting, diarrhea, depression, anorexia, occasionally bloody diarrhea or vomiting","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/spanish-thyme","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/spanish-thyme-r.jpg?itok=PlNasuCX"
"Sowbread","","Cyclamen spp","Primulaceae","Dogs; Cats","Terpenoid saponins","Salivation, vomiting, diarrhea. Following large ingestions of tubers: heart rhythm abnormalities, seizures, death","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/sowbread","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/sowbread.jpg?itok=DD46vOAy"
"Spindle Tree","","Euonymus atropurpurea","Celastraceae","Dogs; Cats","Alkaloids, Cardenolides","Vomiting, diarrhea, abdominal pain, weakness. Heart rhythm abnormalities with large doses.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/spindle-tree","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/burning-bush-1-r.jpg?itok=Xom-RenT"
"Split Leaf Philodendron","","Philodendron bipennifolium","Araceae","Dogs; Cats","Insoluble calcium oxalates","Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/split-leaf-philodendron","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/split-leaf-philodendron.jpg?itok=2zru_OQD"
"Sprengeri Fern","","Asparagus densiflorus cv sprengeri","Liliaceae","Dogs; Cats","","Allergic dermatitis with repeated dermal exposure. Berry ingestion could result in gastric upset (vomiting, abdominal pain, or diarrhea).","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/sprengeri-fern","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/asparagus-fern-r.jpg?itok=YNshxWGZ"
"Spotted Dumb Cane","","Dieffenbachia amoena","Araceae","Dogs; Cats","Insoluble calcium oxalates, proteolytic enzyme","Oral irritation, intense burning and irritation of mouth , tongue and lips, excessive drooling, vomiting, difficulty swallowing","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/spotted-dumb-cane","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/exotica-r.jpg?itok=X7FcYjoF"
"Spring Parsley","","Cymopterus watsonii","Apiaceae","Dogs; Cats","Furanocoumarins","Photosensitization (sunburn, dermatitis)","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/spring-parsley","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/cymopterus_watsonii_spring_parsley-300x200.jpg?itok=sr8OYdcB"
"St. John’s Wort","","Hypericum perforatum","Clusiaceae","Dogs; Cats","Hypericin","Photosensitization (ulcerative and exudative dermatitis).","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/st-johns-wort","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/st-johnswort-r.jpg?itok=hhkpk7iS"
"Staggerbush","","Lyonia sp.","Ericaceae","Dogs; Cats","Grayanotoxins","Vomiting, diarrhea, depression, cardiovascular collapse, hypersalivation, weakness, coma, low blood pressure, death. Ingestion of a few leaves can cause serious problems.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/staggerbush","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/staggerbush.jpg?itok=L48NmH6E"
"Starch Root","","Arum maculatum","Araceae","Dogs; Cats","Insoluble calcium oxalates","Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/starch-root","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/arum-r.jpg?itok=206UUxCJ"
"Starleaf","","Brassaia actinophylla","Araliaceae","Dogs; Cats","Terpenoids, saponins, insoluble oxalates","While this plant does contain potentially toxic substances, the most common effects seen are mild vomiting and diarrhea.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/starleaf","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/australian-ivy-palm-r.jpg?itok=SdjDxAUD"
"Stinking Chamomile","","Anthemis cotula","Asteraceae","Dogs; Cats","Volatile oil; bisabolol, chamazulene, anthemic acid, tannic acid","Contact dermatitis, vomiting, diarrhea, anorexia, allergic reactions. Long term use can lead to bleeding tendencies.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/stinking-chamomile","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/anthemis_cotula_stinking_chamomile-300x200.jpg?itok=uoBAppZ1"
"Striped Dracaena","","Dracaena deremensis","Agavaceae","Dogs; Cats","Unknown","In cats: dilated pupils, abdominal pain, increased heartrate and drooling. In both cats and dogs: vomiting, depression, inappetence, drooling, incoordination, and weakness.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/striped-dracaena","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/dracaena_deremensis_striped_dracaena-300x200.jpg?itok=268rQqKd"
"Straight-Margined Dracaena","","Dracaena marginata","Agavaceae","Dogs; Cats","Unknown","In cats: dilated pupils, abdominal pain, increased heartrate and drooling. In both cats and dogs: vomiting, depression, inappetence, drooling, incoordination, and weakness.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/straight-margined-dracaena","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/straight-margined-dracaena.jpg?itok=pKpOV2CY"
"Sweet Cherry","","Prunus avium","Rosaceae","Dogs; Cats","Cyanogenic glycosides found in some species","Stems, leaves, seeds contain cyanide, particularly toxic in the process of wilting: brick red mucous membranes, dilated pupils, difficulty breathing, panting, shock.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/sweet-cherry","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/cherry-r.jpg?itok=9_k_I2RW"
"Superb Lily","","Gloriosa superba","Liliaceae","Dogs; Cats","Colchicine related alkaloids","Salivation, vomiting (bloody), diarrhea (bloody), shock, kidney failure, liver damage, bone marrow suppression.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/superb-lily","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/glory-lily-r.jpg?itok=HzN19AQS"
"Sweetheart Ivy","","Hedera helix","Araliaceae","Dogs; Cats","Triterpenoid saponins (hederagenin)","Vomiting, abdominal pain, hypersalivation, diarrhea. Foliage is more toxic than berries","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/sweetheart-ivy","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/hedera_helix_sweetheart_ivy-300x200.jpg?itok=Fuy9v12I"
"Sweet William","","Dianthus caryophyllus","Caryophyllaceae","Dogs; Cats","Unknown irritant","Mild gastrointestinal signs, mild dermatitis","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/sweet-william","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/wild-carnation-r.jpg?itok=g3tTYBLY"
"Tahitian Bridal Veil","","tradescantia multiflora","Commelinaceae","Dogs; Cats","","Can cause mild gastrointestinal signs and dermatitis.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/tahitian-bridal-veil","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/gibasis-geniculata-r.jpg?itok=36bV_wYo"
"Swiss Cheese Plant","","Monstera deliciosa","Araceae","Dogs; Cats","Insoluble calcium oxalates","Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/swiss-cheese-plant","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/ceriman-cutleaf-philodendron-r.jpg?itok=cR0-yc-P"
"Taro","","Caladium hortulanum","Araceae","Dogs; Cats","Calcium oxalate crystals","Oral irritation, intense burning and irritation of the mouth, lips, tongue, excessive drooling, vomiting, difficulty in swallowing.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/taro","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/caladium_hortulanum_taro-300x200.jpg?itok=EaUZyH6W"
"Tail Flower","","Anthurium scherzeranum","Araceae","Dogs; Cats","Insoluble calcium oxalates","Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/tail-flower","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/flamingo-plant-r.jpg?itok=YtLpSaN7"
"Taro","","Colocasia esculenta","Araceae","Dogs; Cats","Insoluble calcium oxalates","Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/taro-0","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/colocasia_esculenta_taro-300x200.jpg?itok=ku9tX6tG"
"Taro Vine","","Epipremnum aureum","Araceae","Dogs; Cats","Insoluble calcium oxalates","Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/taro-vine","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/devils-ivy-1-r.jpg?itok=oGiQZ8Ip"
"Tarragon","","Artemisia dracunculus","Asteraceae","Dogs; Cats","Essential Oils","Mild vomiting and diarrhea","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/tarragon","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/artemisia_dracunculus_tarragon-300x200.jpg?itok=zeRL1qjC"
"Texas Umbrella Tree","","Melia azedarach","Meliaceae","Dogs; Cats","Tetranortriterpenes (meliatoxins)","Diarrhea, vomiting, salivation, depression, weakness, and seizures. Ripe fruit (berries) most toxic but also bark, leaves, and flowers.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/texas-umbrella-tree","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/bead-tree-r.jpg?itok=fcSfmLRT"
"Ti-Plant","","Cordyline terminalis","Agavaceae","Dogs; Cats","Saponins","Vomiting (occasionally with blood), depression, anorexia, hypersalivation, dilated pupils (cats)","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/ti-plant","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/baby-doll-ti-plant-r.jpg?itok=XbtI6njI"
"Tobacco","","Nicotiana glauca","Solanaceae","Dogs; Cats","Nicotine","Hyperexcitability then depression, vomiting, incoordination, paralysis, death is possible.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/tobacco","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/tobacco-plant-1-r.jpg?itok=OPxtcJJZ"
"Tomato Plant","","Lycopersicon spp","Solanaceae","Dogs; Cats","Solanine","Hypersalivation, inappetence, severe gastrointestinal upset, depression, weakness, dilated pupils, slow heart rate; ripe fruit is non-toxic","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/tomato-plant","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/tomato-plant-r.jpg?itok=X10MkBsW"
"Tree Philodendron","","Philodendron selloum","Araceae","Dogs; Cats","Calcium oxalate crystals","Oral irritation, intense burning and irritation of the mouth, lips, tongue, excessive drooling, vomiting, difficulty in swallowing.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/tree-philodendron","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/tree-philodendron-r.jpg?itok=Qt-mAJI8"
"Tree Tobacco","","Nicotiana glauca","Solanaceae","Dogs; Cats","Nicotine","Hyperexcitability then depression, vomiting, incoordination, paralysis, death is possible.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/tree-tobacco","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/tree-tobacco.jpg?itok=zn71ob5x"
"Tropic Snow","","Dieffenbachia amoena","Araceae","Dogs; Cats","Insoluble calcium oxalates, proteolytic enzyme","Oral irritation, intense burning and irritation of mouth , tongue and lips, excessive drooling, vomiting, difficulty swallowing","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/tropic-snow","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/tropic-dumb-cane-r.jpg?itok=tMb2Zz9D"
"Trumpet Lily","","Zantedeschia aethiopica","Araceae","Dogs; Cats","Insoluble calcium oxalates","Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/trumpet-lily","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/trumpet-lily.jpg?itok=syZNtuNh"
"True Aloe","","Aloe barbadensis","Aloaceae","Dogs; Cats","Anthraquinones, anthracene, glycosides (aloin)","Vomiting, change in urine color (red)","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/true-aloe","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/true-aloe.jpg?itok=EyU_Vz6Q"
"Umbrella Leaf","","Podophyllum peltatum","Berberidaceae","Dogs; Cats","Podophyllin","Vomiting, diarrhea, lethargy, panting, coma (rare); dermal - redness, skin ulcers.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/umbrella-leaf","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/americanmandrake.jpg?itok=Tk-dK_CN"
"Tulip","","Tulipa spp.","Liliaceae","Dogs; Cats","Tulipalin A and B","Vomiting, depression, diarrhea, hypersalivation. Highest concentration of toxin in bulb.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/tulip","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/tulip-r.jpg?itok=4MPaC14J"
"Variable Dieffenbachia","","Dieffenbachia picta","Araceae","Dogs; Cats","Calcium oxalate crystals","Oral irritation, intense burning and irriation of the mouth, lips, tongue, excessive drooling, vomiting, difficulty in swallowing","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/variable-dieffenbachia","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/variable-dieffenbachia.jpg?itok=E6wgMp0C"
